,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,age_bin,edu_bin,marital_bin,race_bin
2111,66, Private,23701, Preschool,9, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K,61+,low,married,Non-White
2112,34, ?,135209, Masters,12, Separated, Armed-Forces, Wife, White, Female,6842,1,60, Cuba, <=50K,31-60,high,not-married,Non-White
2113,31, Private,190574, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,31-60,high,married,Non-White
2114,33, Local-gov,29658, Bachelors,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7190,3,45, ?, >50K,31-60,high,married,Non-White
2115,29, Private,133248, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,1,40, United-States, <=50K,<=30,low,not-married,Non-White
2116,50, Private,278749, 10th,9, Widowed, Adm-clerical, Unmarried, White, Female,0,1,40, United-States, <=50K,31-60,low,not-married,Non-White
2117,30, Private,194501, 11th,10, Widowed, Craft-repair, Husband, White, Male,0,1,40, Cuba, <=50K,<=30,low,not-married,Non-White
2118,23, Private,172933, 11th,4, Widowed, Other-service, Own-child, Black, Male,0,0,28, United-States, <=50K,<=30,low,not-married,Non-White
2119,56, Private,213702, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K,31-60,high,not-married,Non-White
2120,42, Private,252970, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K,31-60,low,not-married,Non-White
2121,27, Private,94244, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, <=50K,<=30,high,married,Non-White
2122,22, Private,299085, 5th-6th,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,<=30,high,not-married,Non-White
2123,42, Self-emp-inc,190619, Assoc-voc,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,14028,1,60, El-Salvador, >50K,31-60,high,married,Non-White
2124,27, Private,315041, Bachelors,7, Separated, Craft-repair, Own-child, Other, Female,43,0,40, Columbia, <=50K,<=30,low,not-married,Non-White
2125,58, ?,184519, HS-grad,10, Married-spouse-absent, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
2126,46, State-gov,215886, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,2,40, United-States, <=50K,31-60,low,not-married,Non-White
2127,29, Private,154036, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2,1697,40, United-States, <=50K,<=30,low,married,Non-White
2128,43, Private,96545, HS-grad,7, Married-civ-spouse, Armed-Forces, Other-relative, Black, Female,0,1,52, Germany, <=50K,31-60,low,married,Non-White
2129,60, Private,195482, Some-college,9, Widowed, ?, Unmarried, White, Female,0,1,40, United-States, <=50K,31-60,low,not-married,Non-White
2130,46, Private,194485, HS-grad,9, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,38,1,40, United-States, <=50K,31-60,low,married,Non-White
2131,33, Private,175624, HS-grad,14, Married-civ-spouse, Sales, Other-relative, White, Male,14561,1,40, Dominican-Republic, >50K,31-60,high,married,Non-White
2132,42, Private,293274, Assoc-voc,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,3,0,40, United-States, >50K,31-60,low,married,Non-White
2133,34, Without-pay,112610, 11th,9, Separated, Priv-house-serv, Other-relative, White, Male,0,0,52, United-States, <=50K,31-60,low,not-married,Non-White
2134,33, Private,179735, Some-college,9, Separated, Prof-specialty, Husband, White, Male,2400,0,23, Nicaragua, >50K,31-60,low,not-married,Non-White
2135,24, Private,179836, Some-college,10, Widowed, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K,<=30,low,not-married,Non-White
2136,52, Private,532910, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,4111,0,32, United-States, <=50K,31-60,low,married,Non-White
2137,24, Private,183994, HS-grad,10, Never-married, Adm-clerical, Other-relative, White, Female,0,1,6, United-States, <=50K,<=30,low,not-married,Non-White
2138,22, Private,160044, Some-college,7, Never-married, Other-service, Not-in-family, White, Female,0,0,21, United-States, <=50K,<=30,low,not-married,Non-White
2139,31, Private,109497, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,29,1,40, United-States, <=50K,31-60,low,not-married,Non-White
2140,25, ?,185071, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
2141,54, Self-emp-not-inc,352214, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,59, United-States, >50K,31-60,high,married,Non-White
2142,34, Private,184175, Assoc-acdm,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K,31-60,low,married,Non-White
2143,56, Private,333187, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
2144,60, Private,209927, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,4,40, United-States, <=50K,31-60,low,not-married,Non-White
2145,18, Private,214576, 11th,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,40, United-States, <=50K,<=30,low,not-married,Non-White
2146,47, Private,172661, Bachelors,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2013,50, United-States, >50K,31-60,high,married,Non-White
2147,31, Private,305784, Some-college,9, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,21, Philippines, <=50K,31-60,low,not-married,Non-White
2148,46, Private,355626, HS-grad,10, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,60, United-States, <=50K,31-60,low,married,Non-White
2149,45, Private,262878, Assoc-acdm,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
2150,36, Private,424054, Some-college,4, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
2151,23, Private,129319, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,1,17, United-States, <=50K,<=30,high,not-married,Non-White
2152,38, Private,195150, Some-college,9, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,17,0,40, United-States, <=50K,31-60,low,married,Non-White
2153,24, ?,223397, Some-college,10, Never-married, Farming-fishing, Unmarried, White, Male,0,2,40, United-States, <=50K,<=30,low,not-married,Non-White
2154,22, Self-emp-not-inc,116448, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1,33, United-States, <=50K,<=30,low,married,Non-White
2155,17, Self-emp-not-inc,246219, 10th,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,2,16, United-States, <=50K,<=30,low,not-married,Non-White
2156,45, Private,320163, Some-college,10, Married-civ-spouse, Protective-serv, Other-relative, White, Male,0,0,32, England, <=50K,31-60,low,married,Non-White
2157,30, Private,184031, Bachelors,12, Divorced, Sales, Not-in-family, White, Male,7438,1722,80, Mexico, >50K,<=30,high,not-married,Non-White
2158,47, Private,31179, HS-grad,4, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K,31-60,low,married,Non-White
2159,40, Private,131177, HS-grad,14, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,51, United-States, <=50K,31-60,high,married,Non-White
2160,19, Private,106434, 11th,10, Never-married, Sales, Own-child, White, Male,0,0,19, United-States, <=50K,<=30,low,not-married,Non-White
2161,19, Private,27300, Some-college,9, Never-married, ?, Unmarried, White, Female,0,0,8, United-States, <=50K,<=30,low,not-married,Non-White
2162,23, Private,108751, HS-grad,10, Never-married, ?, Own-child, White, Male,0,0,52, United-States, <=50K,<=30,low,not-married,Non-White
2163,31, Private,141564, Bachelors,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,59, United-States, >50K,31-60,low,married,Non-White
2164,62, Self-emp-not-inc,168532, HS-grad,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Germany, >50K,61+,low,married,Non-White
2165,50, Private,165777, Some-college,9, Divorced, Other-service, Other-relative, White, Female,0,0,32, Holand-Netherlands, <=50K,31-60,low,not-married,Non-White
2166,22, Private,191829, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,1,0,30, United-States, <=50K,<=30,high,not-married,Non-White
2167,35, Private,124771, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
2168,35, Private,407549, HS-grad,11, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,3610,0,40, United-States, <=50K,31-60,high,married,Non-White
2169,45, Private,260096, Bachelors,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1799,50, ?, >50K,31-60,high,married,Non-White
2170,30, Private,127302, Bachelors,14, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,61, Philippines, >50K,<=30,high,married,Non-White
2171,18, Private,150569, HS-grad,7, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K,<=30,low,not-married,Non-White
2172,40, Local-gov,101434, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Female,12,0,49, United-States, >50K,31-60,high,married,Non-White
2173,27, State-gov,43314, HS-grad,7, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, <=50K,<=30,low,married,Non-White
2174,53, Local-gov,116608, Assoc-voc,12, Never-married, Adm-clerical, Unmarried, White, Female,0,1,40, Mexico, <=50K,31-60,high,not-married,Non-White
2175,48, Private,283838, HS-grad,9, Married-civ-spouse, Protective-serv, Unmarried, White, Female,2,0,40, United-States, <=50K,31-60,low,married,Non-White
2176,41, State-gov,177341, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,53, ?, >50K,31-60,high,married,Non-White
2177,28, Private,125043, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,1,29, United-States, <=50K,<=30,low,not-married,Non-White
2178,35, Private,154142, 10th,10, Separated, Craft-repair, Not-in-family, White, Female,0,0,33, United-States, <=50K,31-60,low,not-married,Non-White
2179,40, Private,192039, HS-grad,4, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
2180,33, Private,181537, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,32, United-States, <=50K,31-60,low,not-married,Non-White
2181,54, Self-emp-inc,247831, 5th-6th,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2,40, United-States, >50K,31-60,low,married,Non-White
2182,18, Private,335168, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,3576,2,40, United-States, <=50K,<=30,low,not-married,Non-White
2183,35, Private,178822, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7524,2,40, United-States, >50K,31-60,high,married,Non-White
2184,27, Private,38178, HS-grad,10, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,50, United-States, <=50K,<=30,low,married,Non-White
2185,30, Local-gov,46030, Prof-school,9, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, >50K,<=30,low,married,Non-White
2186,33, Private,180090, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,98924,0,40, United-States, >50K,31-60,low,married,Non-White
2187,24, Private,148804, Some-college,9, Never-married, Other-service, Not-in-family, White, Male,10,0,40, United-States, <=50K,<=30,low,not-married,Non-White
2188,39, Private,342094, Masters,14, Divorced, Tech-support, Unmarried, White, Female,2,0,24, United-States, <=50K,31-60,high,not-married,Non-White
2189,55, Private,151574, Some-college,6, Never-married, ?, Own-child, White, Male,0,0,7, United-States, <=50K,31-60,low,not-married,Non-White
2190,39, Local-gov,95236, Masters,13, Married-civ-spouse, Sales, Husband, White, Male,15,2035,67, Philippines, >50K,31-60,high,married,Non-White
2191,61, Private,173463, 9th,10, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,29, United-States, <=50K,61+,low,not-married,Non-White
2192,34, Private,180480, Masters,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K,31-60,high,married,Non-White
2193,33, Private,213728, 10th,10, Never-married, ?, Own-child, White, Female,0,0,50, United-States, <=50K,31-60,low,not-married,Non-White
2194,36, Private,226110, Some-college,10, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,10, United-States, <=50K,31-60,low,married,Non-White
2195,20, Self-emp-not-inc,204302, 12th,12, Never-married, ?, Own-child, Other, Female,0,0,34, United-States, <=50K,<=30,high,not-married,Non-White
2196,42, Private,97808, 7th-8th,10, Married-AF-spouse, Adm-clerical, Husband, White, Male,4498,0,60, United-States, <=50K,31-60,low,married,Non-White
2197,40, Private,33950, Some-college,4, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,63, United-States, >50K,31-60,low,married,Non-White
2198,39, Private,203420, Masters,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Jamaica, <=50K,31-60,high,not-married,Non-White
2199,18, Private,155653, HS-grad,7, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
2200,20, Private,103975, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,19, United-States, <=50K,<=30,low,not-married,Non-White
2201,59, Federal-gov,166712, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
2202,50, Private,105448, Preschool,4, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
2203,38, Private,314081, 7th-8th,9, Never-married, Other-service, Not-in-family, Black, Female,0,1,34, United-States, <=50K,31-60,low,not-married,Non-White
2204,46, Private,270789, HS-grad,7, Widowed, Transport-moving, Own-child, White, Female,0,0,49, United-States, <=50K,31-60,low,not-married,Non-White
2205,45, Private,230054, Some-college,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
2206,25, Private,198652, Some-college,13, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K,<=30,high,not-married,Non-White
2207,35, Private,276320, HS-grad,9, Separated, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
2208,34, Local-gov,206288, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K,31-60,high,married,Non-White
2209,17, Private,88601, Some-college,10, Never-married, Other-service, Own-child, White, Male,25,1,11, United-States, <=50K,<=30,low,not-married,Non-White
2210,37, State-gov,208580, Assoc-acdm,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,49, El-Salvador, >50K,31-60,low,married,Non-White
2211,60, Private,203545, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,31,1,40, United-States, <=50K,31-60,low,not-married,Non-White
2212,40, Self-emp-inc,105331, Bachelors,13, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,28, United-States, <=50K,31-60,high,married,Non-White
2213,45, Private,28292, Masters,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,51, United-States, <=50K,31-60,low,not-married,Non-White
2214,55, Private,40344, 11th,9, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
2215,34, Local-gov,117200, Some-college,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
2216,55, Private,38988, Assoc-voc,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2,59, United-States, >50K,31-60,high,married,Non-White
2217,33, Private,313123, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K,31-60,low,married,Non-White
2218,32, Private,106091, Assoc-voc,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,2,48, United-States, <=50K,31-60,high,not-married,Non-White
2219,55, Private,199766, Prof-school,16, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,59, United-States, >50K,31-60,high,married,Non-White
2220,36, Private,190784, Some-college,15, Married-spouse-absent, Exec-managerial, Husband, Asian-Pac-Islander, Male,3208,0,40, United-States, <=50K,31-60,high,married,Non-White
2221,55, Private,384205, 11th,7, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,1,31, Laos, <=50K,31-60,low,not-married,Non-White
